itemName
라미렉스크림(테르비나핀염산염)(수출명:Lafine Cream)
라미실덤겔1%(테르비나핀)
라미실외용액(테르비나핀염산염)
라미실크림1%(테르비나핀염산염)
라미핀크림(테르비나핀염산염)
라베르플랑뉴대형
라베르플랑뉴중형
라비나크림(테르비나핀염산염)(수출명:비라비나크림)
라비진크림(테르비나핀염산염)
락티손에이취씨현탁액1%(히드로코르티손)
러지텍정(세티리진염산염)
레날민정
레디비타정
레보골드액
레보시톤연질캡슐(엘-시스틴)
레스톤크림
레스톨캡슐
레스포크림(테르비나핀염산염)
"레스피비엔액 (옥시메타졸린염산염), 레스피비엔액 프레쉬민트 (옥시메타졸린염산염)"
레큐틴정(트리메부틴말레산염)
레피즈캡슐(니푸록사지드)
렉크린액(인산나트륨에네마)
로노펜정(덱시부프로펜)
로다인정(로라타딘)
로리딘정(로라타딘)
로마졸크림(클로트리마졸)
로비탈연질캡슐
로세릴네일라카(아모롤핀염산염)
로시놀크림(테르비나핀염산염)
로시덴겔(피록시캄)
로실크림(테르비나핀염산염)
로와치넥스캡슐
로와콜연질캡슐
로이솔정(암브록솔염산염)
로키겔(리도카인)
로텍정(세티리진염산염)(수출용)(수출명:ZINRYTECTabs)
로파인캡슐(로페라미드염산염)
로페랄연질캡슐
로푸록스겔(시클로피록스)
로푸록스네일라카(시클로피록스)
로프민캡슐(로페라미드염산염)
록솔정(암브록솔염산염)
루마겔(케토프로펜)
루치온정100mg(글루타티온(환원형))
루치온정50밀리그램(글루타티온(환원형))
루트펜325밀리그램정(아세트아미노펜)
류마스탑플라스타(디클로페낙디에틸아민)
류마켄플라스타(케토프로펜)
리나치올시럽(카르보시스테인)(수출명:HyundiolSyrup)
리나치올시럽5%(카르보시스테인)(수출명:HyundiolSyrup5%)
리나치올캡슐375밀리그램(카르보시스테인)(수출명:HyundiolCapsule375Mg)
리나치올캡슐500밀리그람(카르보시스테인)(수출명:HyundiolCapsule500Mg)
리노콜드시럽
리뉴후레쉬용액
리도펜연질캡슐(이부프로펜)
리드판액
리렌스연고(구아야줄렌)
리메부틴정(트리메부틴말레산염)
리버올라액
리보테인정
리오루펜정400밀리그람(이부프로펜)
리쥬비넥스크림(폴리데옥시리보뉴클레오티드나트륨)
리치칼슘연질캡슐(알파칼시돌)
리카에이크림
리큐크린액(염화나트륨)
리포유정
리프레쉬플러스점안액0.5%(카르복시메틸셀룰로오스나트륨)(1회용)
리프레스액
리피클연질캡슐
마그밀정(수산화마그네슘)
마그오캡슐250mg(산화마그네슘)
마그오캡슐500mg(산화마그네슘)
마그페롤연질캡슐
마로겔정500밀리그람(수산화마그네슘)
마미송에프크림
마스질정(클레마스틴푸마르산염)
마이녹실액3%(미녹시딜)
마이녹실액5%(미녹시딜)
마이크로실드4액(글루콘산클로르헥시딘)
말레부틴정(트리메부틴말레산염)
말릭스정(트리메부틴말레산염)
맥스펜정(덱시부프로펜)
맥타정
맨담케토플라스타(케토프로펜)
머슬린액(시트룰린말산염)
머시론정
메가소프크림(프레드니솔론발레로아세테이트)
메가케토겔(피록시캄)
메노바크림(아시클로버)
메디락-베베산
메디락디에스장용캡슐
메디락에스산
메디락에스장용캡슐
메리틴정(트리메부틴말레산염)
메부라틴정(트리메부틴말레산염)(수출명: MEBURATIN Tablet 100mg)
메빌정
메카인정
메코민캡슐(메코발라민)
멕시롱액(돔페리돈)
멘덤쿨로오숀
멘소래담로션(Mentholatumlotion)
멘자펜정
모다덤-에스크림
모드코시럽
모드코프시럽
모아칼연질캡슐
모아훼린캡슐(폴리사카리드철착염)
목시딜액5%(미녹시딜)
목틴캡슐200밀리그램(아세틸시스테인)
무디스크림1%(테르비나핀염산염)
무스판정
무조날외용액1%(테르비나핀염산염)
무조날크림(테르비나핀염산염)
"무코신일정(메틸-N,S-디아세틸시스테인)"
물린디액
뮤시딘캡슐200밀리그램(아세틸시스테인)
뮤코론5%시럽(카르보시스테인)
뮤코론캡슐375밀리그램(카르보시스테인)
뮤코베리어액(히알루론산나트륨)
뮤코브이시럽(암브록솔염산염)
뮤코세린캅셀(아세틸시스테인)
뮤코스텐캡슐100밀리그램(아세틸시스테인)
뮤코스텐캡슐200밀리그램(아세틸시스테인)
뮤코졸정(브롬헥신염산염)
뮤테란과립200밀리그램(아세틸시스테인)
뮤테란캡슐100밀리그램(아세틸시스테인)
뮤테란캡슐200밀리그램(아세틸시스테인)
뮤텐캡슐200mg(아세틸시스테인)
미뉴렛정
미래나프록센나트륨정
미리놀캡슐(아세틸시스테인)
미모나크림(우레아)
미보(MEBO)연고
미투-에스연질캡슐
바네포연고
바로닉신정125밀리그램(클로닉신리시네이트)
바로마지크림(수출명:셀렉토덤크림)
바로코민정
바루돈현탁액
바르민액
"바르젠정(클로닉신리시네이트)(수출명:CLOCXINETab.Stocxine(Clonysinlysinate125),STOLXINE)"
바르지오크림(테르비나핀염산염)
바리토나액(비포나졸)
바스칼캡슐
바스포연고
바시락크림(아시클로버)
바이겔크림(인도메타신)
바이놀크림(아시클로버)
바이메드캡슐(사카로마이세스보울라르디균)
바이메틴정(트리메부틴말레산염)
바이버크림(아시클로버)
바이엘아스피린정500밀리그람
바이콜시럽
"바이탈씨에프정(수출명:라스코르빈포르트,아스코르빈플러스)"
바코시론크림(아시클로버)
바크락스연고(아시클로버)
"바크락스크림(아시클로버)(수출명:바이러스탈크림,BEEVIRUTAL크림)"
반드레크림(우레아)
발무졸크림(수출용)
뱅드롱액
버물리에스액
번세이프크림(구아야줄렌)
벌무덴리니멘트
베노론캡슐(디오스민)
"베노플러스겔(수출명:베노포르테겔,트롬보실겔)"
베데스타-지크림
베로아크림(프레드니솔론발레로아세테이트)
베로타정
베루본에스정
"베부틴정(트리메부틴말레산염)(수출용)(수출명:영일트리메부틴정,TRISPASMTab)"
베비잘시럽(이부프로펜)
베스자임정
베스타제당의정
베스타제정
베스타제포르테정
베스티아제정
베아로제정
베아제정
베타겐지크림
베타딘세정액(포비돈요오드)
베타딘액(포비돈요오드)
베타엠크림
벡크정
벤작에이씨겔2.5%(과산화벤조일)
벤즈날정(트리메부틴말레산염)
벤지드로션5%(과산화벤조일)
벤타손연고(무피로신)
벤투룩스30mg캡슐(엔테로코쿠스페슘스트레인세르넬레68균)
벤포렉스캡슐
보나링에이정(디멘히드리네이트)
보두레아크림(우레아)(수출명:EUSOFTYL Cream)
보령뮤코미스트액(아세틸시스테인)
보령아스트릭스캡슐100밀리그람(아스피린)
보송크림(프레드니솔론발레로아세테이트)
"보화소합원(대환,소환)"
복합마데카솔연고(수출명:복합리포솔연고)
복합써스펜좌약
복합쓸기담연질캡슐
복합엘씨500연질캡슐(수출명:MEGA-NAMIC)(수출용)
복합우루사연질캡슐
복합탈시드츄어블정
복합파자임이중정
볼그레액(철아세틸트랜스페린)
볼그레캡슐(철-아세틸트랜스페린)
볼두민액5%(미녹시딜)
볼타렌에멀겔(디클로페낙디에틸암모늄)
부루펜정200밀리그램(이부프로펜)
부루펜정400밀리그램(이부프로펜)
브라이점안액
브레인플러스정(수출용)
비가졸액(케토코나졸)
비거스액(시트룰린말산염)
비나폴로엑스트라연질캡슐
비나핀크림(테르비나핀염산염)
비아핀에멀젼(트롤아민)
비엠겔9.6%(리도카인)
비오라민정
비타메진캡슐50밀리그램
"비펜카타플라스마(플루르비프로펜)(수출명(싱가폴,말레이지아,태국):아쿠스탑카타플라스마)"
빅센액(L-아스파르트산-L-아르기닌수화물)(수출명 : Manpos)
뿌레콜에프캡슐
삐삐콜플러스정
삐콤씨에프정(수출명:유한삐콤씨에프정)
삐콤정
사노바스프레이(리도카인)(수출명:노보틱스스프레이(NOVOTIXSpray))
사니크린카타플라스마
산타몬플러스액
삼남로페라마이드캡슐(로페라미드염산염)
삼남아세트아미노펜정
삼남아세트아미노펜정500밀리그람
삼아리도멕스로션(프레드니솔론발레로아세테이트)
삼아리도멕스크림(프레드니솔론발레로아세테이트)
삼아탄툼액(벤지다민염산염)
삼익아세트아미노펜정500밀리그람
삼익이부프로펜정
삼익퓨시드산나트륨연고
삼천당산화마그네슘정250밀리그람
새크라손크림
생장환에스정
샤이닝정
샤젠캡슐(니푸록사지드)
성광관장약
성광리도아가아제
성광멸균바세린거즈(백색바셀린)
성광알파헥시딘5%액(글루콘산클로르헥시딘액)
성광알파헥시딘가글액(글루콘산클로르헥시딘액)
성광포비딘(포비돈요오드액10%)
성광포스틱스왑액(포비돈요오드)
세가톤트로키(염화세칠피리디늄)
세나서트2밀리그람질정
세노바액(세티리진염산염)
세노바정(세티리진염산염)
"세라진정(세티리진염산염)[수출명: Cera tablet, Allergen tablet, Unizef tablet, Highcera tablet]"
세록센정(나프록센나트륨)
세르나크림
세르비아캡슐(엔테로코쿠스페슘스트레인세르넬레68균)
세리노즈정(세티리진염산염)
세리콘정(아세트아미노펜)
세리텍정(세티리진염산염)
세미론정
세브론캡슐(아세틸시스테인)
세스틴크림
세진정(세티리진염산염)
세토펜8시간이알서방정(아세트아미노펜)
세토펜정(아세트아미노펜)
세토펜정325밀리그램(아세트아미노펜)
세토펜정80밀리그램(아세트아미노펜)
세토펜현탁액(아세트아미노펜)
세트린정(세티리진염산염)(수출명:ANTIRIZINtab)
세티진정(세티리진염산염)
세틸란캡슐200mg(아세틸시스테인)
센스타지크림
센쥬씨엘점안액
센토스크림(테르비나핀염산염)
센티펙정(세티리진염산염)
셀라인연질캡슐500밀리그램(엘시스틴)
셀마겐정(알마게이트)
셀톤크림
셀트리온트리메부틴말레산염정
셀트리온헤파디프300캡슐(수출용)
소담캡슐200mg(아세틸시스테인)
소롤캡슐200밀리그램(소브레롤)
소부날캡슐200mg(소브레롤)
소아용뮤코론시럽(카르보시스테인)
소프티아연고(요소)
속엔쿨정
손바렌연고(요소)
솔트액
스노핀정275밀리그램(나프록센나트륨)
스메르정(독시라민숙신산염)
스몰크림(프레드니솔론발레로아세테이트)
스완안약(SWAN EYE DROPS)
스카이정
스코펜정400밀리그램(이부프로펜)
스테신캡슐(아세틸시스테인)
스팅겔(디클로페낙나트륨)
스파맥정
스파부틴정100밀리그램(트리메부틴말레산염)
스파탐캡슐200밀리그램(아세틸시스테인)
스파토민캡슐(디시클로민염산염)
스퓨클액
스피자임정
시노카엔캡슐
시스타인캡슐(아세틸시스테인)
시스틴500연질캡슐(L-시스틴)
시카플루이드점안겔(카보머)
시푸로겔3%(케토프로펜)
"신신물파스에스(수출명:HEATWAVE,ARTHROHONLINIMENT,PANOPAS,Y&JWATER)"
신신미니핫플라스타
신신티눈고(살리실산반창고)(수출명:SINSINCORNPLASTER)
신신티눈밴드(수출명:PARCHEparaCALLOSGHLInternacionalS.A)
신신파스아렉스마일드카타플라스마
신신파스에스(수출명:별첨)
"신일브롬헥신염산염정
(수출명 : BIVOTUME, BIVO)"
신일비사코딜정
신일세티리진정(세티리진염산염)
신일아시클로버크림(수출명:PytumeCream)
신일엠정(수산화마그네슘)
신일이부프로펜정400밀리그람(수출명:IFENTab.)
신일클로닉신리시네이트정
신일트리메부틴말레산염정
신일트리메부틴말레산염정200밀리그램(수출명 : PERASTINE200mg)
신일티아민염산염정10밀리그램
신일폴산정
신일피리독신정(피리독신염산염)
신풍겐타마이신황산염크림
실그린크림(클로르헥시딘글루콘산염액)
싸이베린정
써버쿨액
쎄락틸정300밀리그람(덱시부프로펜디.씨.)
쎄레마일드연고
쎄레손크림
쎄레스톤지크림
쎄레코트크림
쎄레톱씨연질캡슐
쎄로테정(세티리진염산염)
쎄르텍정(세티리진염산염)
쎄실크림
쎄쎄250츄정
쎄쎄500산
쎄이칼정(수출명:칼슘포르트씨디(CalciumFortCD))
쎄코론지크림
쎄토마연질캡슐
쎄투연질캡슐
쎈다실크림1%(테르비나핀염산염)
쎌스톤크림
쓰리엠스테리-가스EO카트리지
쓸기담50밀리그람연질캅셀
쓸기담액50밀리그람
씨메탈시정
씨씨본정(침강탄산칼슘)
씨씨콤연질캡슐(수출명 : Biosliver Soft Cap.)(수출용)
씨이멕스연질캡슐
씨즈날정(세티리진염산염)
씨크로크림(아시클로버)
씨티엠액(시트룰린말산염)
아나리바정
아나프록스정(나프록센나트륨)
아낙스정(나프록센나트륨)
아네모정
아락실과립
아로나민골드정
아록솔정(암브록솔염산염)
아론정(독시라민숙신산염)
아루텍정(세티리진염산염)
아루펜정400밀리그람(이부프로펜)
아르펜정
아리코트에스크림
아몰지에이크림
아미세타정325밀리그람(아세트아미노펜제피세립)
아비나파스타(트리암시놀론아세토니드)
아세락캅셀200밀리그람(아세틸시스테인)
아세르정(암브록솔염산염)
아세테인캡슐200밀리그램(아세틸시스테인)
아세핀정(아세트아미노펜제피세립)
"아셈지크림(수출명:라밴덤크림,비겐덤크림)"
아스노캡슐
아스타펜정325밀리그람(아세트아미노펜제피세립)
아스피린프로텍트정100밀리그람
아시돌연질캡슐1마이크로그램(알파칼시돌)
아시토바캡슐300mg(락토바실루스아시도필루스균)
아시틴캡슐(아세틸시스테인)
아우스에프캡슐(수출용)
아웃콜에프캡슐
"아이루비로즈점안액(수출명:로지점안액,아이쿨점안액)"
"아이리스점안액(수출명 : 블루아이점안액)(1회용), 아이리스점안액(수출명 : 블루아이점안액)"
아이지크림(수출용)
아이치온정(글루타티온(환원형))
"아이필점안액(수출명:나졸라점안액, 나파존점안액)"
아제인캡슐(아세틸시스테인)
아졸정(독시라민석시네이트)
아줄렌에스연고(구아야줄렌)
아줄린연고(구아야줄렌)
아코라마캡슐200밀리그램(아세틸시스테인)
아크로빈크림(아시클로버)
아티란캡슐200밀리그램(아세틸시스테인)
안국겐타마이신황산염크림
안국니트로푸라존연고
안타신정
안티비오과립300밀리그램(락토바실루스아시도필루스균)(수출용)
안티비오과립75밀리그람(락토바실루스아시도필루스)(수출용)
안티비오캡슐300mg(락토바실루스아시도필루스균)(수출용)
안티스액(벤지다민염산염)
"안티푸라민에스로션
(수출명:유한안티푸라민에스로션)"
알게나정(알마게이트)
알게마정(알마게이트)
알게이트정(알마게이트)
알나졸정400밀리그램(알벤다졸)
알드린1그람현탁액(알마게이트)(수출명:ILYANGAlmagatesusp)
알드린정(알마게이트)
알드린현탁액(알마게이트)
알러콘점안액(케토티펜푸마르산염)
알러텍정(세티리진염산염)
알러펜점안액(케토티펜푸마르산염)
알레그라정120밀리그람(펙소페나딘염산염)
알레드정(세티리진염산염)
알레리진정(세티리진염산염)
알레크롬점안액(크로모글리크산나트륨)
알레틴정(로라타딘)(수출명:비알레틴)
알로판400mg정(이부프로펜)
알리코클로르헥시딘크림
알마겐트정(알마게이트)
알마겔에프현탁액(알마게이트)(수출명:유만겔에프현탁액)
알마겔정(알마게이트)(수출명:유한가스트라겔정)
알마겔현탁액(알마게이트)(수출명:유만겔현탁액)
알마시드정(알마게이트)
알마트린정
알메텍정(세티리진염산염)
알부라민연질캡슐
알부론액(폴리말토오스수산화제이철착염)
알삭센정(나프록센나트륨)
알지렉스정(세티리진염산염)
알지텍정(세티리진염산염)
알코덱스액
알콤정(플루벤다졸)
"알티린정(세티리진염산염)(수출명:Vilex, Cetirin)"
알파본연질캡슐(알파칼시돌)(수출명:아파본연질캡슐)
알파시돌연질캡슐0.5마이크로그램(알파칼시돌)
알파아세트아미노펜정500밀리그람
알피렌연질캡슐
암브렉트정(암브록솔염산염)
암펙솔정(암브록솔염산염)
암포젤정(건조수산화알루미늄겔)
애니존크림(테르비나핀염산염)
애니탈삼중정
애니펜정150밀리그람(덱시부프로펜)
애니펜정300밀리그램(덱시부프로펜)
애드빌정(이부프로펜)
애드칼정
애스펜정(덱시부프로펜)
액소도스정
액티몰스액(시트룰린말산염)
액티페린정
액티피드시럽
액티피드정
앤티브액(L-아르기닌염산염)
어린이부루펜시럽(이부프로펜)
어린이알리펜시럽(이부프로펜)(수출명:이부돌시럽)
어린이용타스펜정160밀리그램(아세트아미노펜)
어의고첩카타플라스마(수출명: HERBAL PLASTER)
에너골드액
에디펜점안액(케토티펜푸마르산염)
에바치온캡슐(글루타티온)
에세푸릴캡슐(니푸록사지드)
에스겔(케토프로펜)
에스로반연고(무피로신)
에스프로펜정(덱시부프로펜)
에어로민캡슐
에어신신파스
에이리스정
에이치엘비알벤다졸400정
에이치엘비피록시캄겔(피록시캄)
에이프로젠나프록센나트륨정
에이프로젠알마게이트정
에쟈스민정(로라타딘)
에치시드정
에치탑캡슐
에코라연고(에코나졸질산염)
에크로바크림(아시클로버)
엑스펙토시럽2%(카르보시스테인)
엑스펙토시럽5%(카르보시스테인)
엑코스정
엑티리딘정
엔디현탁액(시메티콘)
엔시드8시간이알서방정650mg(아세트아미노펜)
엔클비액(염화나트륨)
엔터폴캡슐(니푸록사지드)
엘도스캡슐(에르도스테인)
엘라스겔(수출용)
엘스킨크림
엘씨500연질캡슐(엘-시스틴)
엘칸액(엘-카르니틴)
엘칸정330밀리그램(엘-카르니틴)
엠코발500마이크로그램캡슐(메코발라민)
엠코발캡슐(메코발라민)
영일염산암브록솔정
영진멘탁스크림(부테나핀염산염)
영진아스피린장용정
영풍아시클로버크림
오디스겔(케토프로펜)
오라메디연고{수출명:오라메디파스타(ORAMEDYPASTE)}
오로페롤연질캡슐100밀리그램(토코페롤아세테이트)
오스테민캡슐(결정글루코사민황산염)
오스틴아시클로버크림
오스틴암브록솔염산염정
오스틴이부프로펜정400밀리그램
오스틴퓨시드산나트륨연고(수출명: FURCIDATE Ointment 10g)
오케이크림(테르비나핀염산염)
오트리빈멘톨0.1%분무제(자일로메타졸린염산염)
온큐플라스타
올바펜정
옵타젠트점안액(포비돈)
용각산쿨과립
우루사100밀리그램연질캡슐(우르소데옥시콜산)
우루사정100밀리그램(우르소데옥시콜산)
원비디
원알파정(알파칼시돌)
웰스글루치온정(글루타티온(환원형))
위소탄-에프정
위푸린산
윈스틴연질캡슐
유그린크림(요소)
유니자임정
유니텐점안액(케토티펜푸마르산염)
유락신연고(크로타미톤)
유린쿨캡슐
유린타민캡슐
유한비타민씨정1000mg
이노엔비타메진캡슐
이바내정
이바펜400밀리그람정(이부프로펜)
이벤캡슐
이부날시럽(이부프로펜)
이부서스펜시럽(이부프로펜)
이부펜정400mg(이부프로펜)
이소나졸크림(이소코나졸질산염)(수출명:Tanagen Cream)
이엠지연질캡슐
이지롱내복액
이지정(디시클로민염산염)
이텍스벤지다민액
이텍스암브록솔시럽(암브록솔염산염)
이텍스암브록솔정(암브록솔염산염)
인테스캡슐200mg(아세틸시스테인)
일동비타민씨정1000밀리그램(아스코르브산)
일동엑소데릴액(나프티핀염산염)
일동엑소데릴크림(나프티핀염산염)
일양노이겔현탁액(규산알루민산마그네슘)
일양노이시린에이정(규산알루민산마그네슘)
자니틴정(니자티딘)
자모
자비론정(독시라민숙신산염)
자이날정(나프록센나트륨)
자이드캡슐(니푸록사지드)
정우아시클로버크림
정장생과립(바실루스리케니포르미스균)
정장생캡슐(바실루스리케니포르미스균)
제로미아액
제로바액
제스부틴정(트리메부틴말레산염)
제스탈정
제스판골드정
제올라에스액
제올라크림
제이더블유신약페닐에프린액(페닐레프린염산염)
제이알히드로코르티손연고
제이타딘정(로라타딘)
제일쿨파프
제일한방파프에이카타플라스마
제일핫파프(군납명:노닐산바닐아미드카타플라스마제)
제텐씨정
젠텔정400밀리그램(알벤다졸)
젤존팝카타플라스마(플루르비프로펜)
젤콤정(플루벤다졸)
젤콤현탁액(플루벤다졸)
조아디오스민캡슐
조아스트롱조인트겔(케토프로펜)
조아아시클로버크림(아시클로버)
조아이부프로펜400밀리그람정(수출용)
조아팝(플루르비프로펜)
종근당알벤다졸정
중외관류용멸균증류수
쥬르택액(세티리진염산염)
지노베타딘질세정액(포비돈요오드)
지노칼정
지노콜시럽(구연산부타미레이트)
지노클렌질세정액
지엘로페라미드염산염캡슐
지엘세티리진염산염정
지엘소브레롤캡슐
지엘타이밍정(카페인무수물)
지오연질캅셀
진녹천액
청나점안액
초당아스피린장용정100mg(아스피린)
초당아시클로버크림
카네마졸질정100mg(클로트리마졸)
카네스텐1질정(클로트리마졸)
카네스텐산제(클로트리마졸)
카네스텐질정(클로트리마졸)
카네스텐크림(클로트리마졸)
카디톤액(L-카르니틴)
카라밴크림
카로마스텐질정100밀리그램(클로트리마졸)
카마졸질정(클로트리마졸)
카마졸크림(클로트리마졸)
카세롤연질캡슐
캄비손소프트크림
캐롤시럽(이부프로펜)
컴비덤지크림
케노펜겔(케토프로펜)
케노펜플라스타(케토프로펜)
케바논겔(케토프로펜)
"케바논첩부제(케토프로펜)(수출명:PlasterJoint,PolyArtritoPlast,KEPAX)"
케스나졸크림(케토코나졸)
"케어가글액(박하향)(벤제토늄염화물),케어가글액(사과향)(벤제토늄염화물),케어가글액(유칼립투스향)(벤제토늄염화물)"
케어번연고(구아야줄렌)
케어스킨로션 2.5%(히드로코르티손)
케어스킨로션1%(히드로코르티손)
케토크린카타플라스마(케토프로펜)(수출명: 1. ECOSIP GEL-KETOPROFEN 2. GEL PATCH)
케토크린플라스타(케토프로펜)
케토톱겔(케토프로펜)
케토톱엘플라스타(케토프로펜)
케토톱플라스타(케토프로펜)(싱가폴수출명 : Ketotop Pain Relief Plaster 30mg)
케토파인겔(케토프로펜)
케펜텍-엘플라스타(케토프로펜)
"케펜텍플라스타(케토프로펜)
(수출명 : KEFEN)"
"코나진정(세티리진염산염)(수출명:알리코염산세티리진정,보파세티리진나정,자이조세트정)"
코네티비나거즈(히알루론산나트륨)
코네티비나겔(히알루론산나트륨)
코네티비나크림(히알루론산나트륨)
코드랍정
코린시럽
코모졸크림(케토코나졸)(수출명:NAZOL)
코미시럽
코미정
코벤시럽
코비안에스시럽
코비안에스정
코솝점안액
코스펜에이시럽
코애드정
코졸텍정(세티리진염산염)
코티-스포린연고(수출명:CorcinotaffOint.)
코푸시럽에스
코푸정에스
콘로인캡슐(콘드로이틴설페이트나트륨)
콘투락투벡스겔
콘티박스디연질캡슐
콜대원키즈이부펜시럽(이부프로펜)
콜민-에이정
콜콜에스캡슐
콜핀정(수출명:페러그립씨정)
쿨그린겔(케토프로펜)
큐앤큐바셀린윤나거즈
큐자임정
크라비트점안액(레보플록사신 수화물)
크레닉정125밀리그람(클로닉신리시네이트)
크로낙정(클로닉신리시네이트)
크로베겐에이크림
크로부틴정(트리메부틴말레산염)
크로펜정(클로닉신리시네이트)
크록신정250밀리그램(클로닉신리시네이트)(수출명: 돌핀정)
크리맥액(돔페리돈)
크리벤트점안액(크로몰린나트륨)
크린조(염화나트륨)
크린지크림
크린팝카타플라스마
크마론지크림
클레신점안액(크로모글리크산나트륨)
클로빈크림(아시클로버)
클로헥신크림
클리신정(클로닉신리시네이트)(수출명:CLICIN Tab)
키노랄액(케토코나졸)
키모랄에스정
키미테패취(스코폴라민)(수출명:可弥特止暈貼濟)
